Class,FL_B,FL_A,VS,FL_B_3,FL_A_3,FL_B_12,FL_A_12,Container Type,Recyclable fraction
Non Emptying,55.5,32.6,4.0,62.6,24.1,93.9,59.1,Lindstrom-a,Non Recyclable
Emptying,96.0,69.8,7.0,77.1,69.0,90.3,52.7,Lindstrom-b,Mixed
Non Emptying,31.1,20.6,1.0,70.0,48.5,75.1,60.2,Rectangular,Mixed
Non Emptying,31.0,20.0,4.0,77.4,34.8,56.4,31.5,Malmobehallare,Non Recyclable
Non Emptying,60.6,55.0,3.0,68.6,23.5,67.5,58.7,Diamond,Non Recyclable
Non Emptying,34.4,21.7,5.0,69.3,50.5,97.3,55.9,Silvertop-b,Mixed
Emptying,82.6,57.1,7.0,80.0,44.6,89.9,46.5,Accordion,Recyclable
Emptying,83.3,55.5,8.0,80.4,57.8,93.7,51.1,Silvertop-b,Recyclable
Emptying,93.1,62.1,6.0,61.6,23.4,61.2,53.3,Silvertop-b,Recyclable
Non Emptying,63.5,55.1,2.0,32.2,24.6,76.9,61.6,Fiberglass Igloo-b,Mixed
Non Emptying,30.4,27.7,5.0,36.0,28.4,63.4,58.8,Malmobehallare,Recyclable
Emptying,94.5,62.0,6.0,34.6,23.3,92.3,53.9,Silvertop-b,Mixed
Non Emptying,39.8,26.1,5.0,71.3,37.7,86.7,48.8,Cubic,Recyclable
Non Emptying,30.5,24.6,3.0,53.7,31.1,34.5,26.9,Fiberglass Igloo-a,Non Recyclable
Non Emptying,30.2,20.1,5.0,61.4,24.8,72.8,68.9,Cubic,Mixed
Emptying,84.1,56.1,7.0,69.0,51.8,79.8,64.0,Silvertop-b,Mixed
Non Emptying,71.8,65.4,3.0,93.2,62.6,63.6,40.0,Lindstrom City,Recyclable
Emptying,99.4,50.7,6.0,65.6,54.0,65.5,55.0,Fiberglass Igloo-a,Non Recyclable
Emptying,88.4,58.9,6.0,84.4,41.0,94.2,57.2,Malmobehallare,Non Recyclable
Emptying,81.5,59.9,6.0,74.4,48.7,98.1,52.1,Fiberglass Igloo-a,Mixed
Non Emptying,53.2,35.7,1.0,79.2,46.7,92.5,61.8,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,57.3,33.8,4.0,37.1,26.1,96.1,66.3,Silvertop-b,Recyclable
Non Emptying,62.3,57.4,1.0,34.0,27.4,50.5,35.6,Rectangular Farmland,Non Recyclable
Emptying,71.7,35.0,9.0,53.3,35.4,56.1,31.4,BIM-3 FTI bottentomd,Mixed
Non Emptying,33.6,25.1,1.0,72.9,32.0,73.5,63.3,Fiberglass Igloo-b,Non Recyclable
Emptying,74.3,42.6,8.0,37.8,27.0,57.7,35.1,Fiberglass Igloo-a,Non Recyclable
Emptying,95.9,60.5,7.0,30.3,21.4,59.2,32.2,Cubic,Recyclable
Emptying,60.1,22.0,6.0,51.6,32.3,79.5,49.8,Lindstrom-b,Non Recyclable
Non Emptying,58.9,33.7,3.0,89.4,53.2,69.9,57.3,Malmobehallare,Recyclable
Non Emptying,73.0,64.5,4.0,50.5,32.2,62.5,33.8,Lindstrom City,Recyclable
Non Emptying,67.0,57.1,5.0,72.8,61.2,83.6,40.4,Fiberglass Igloo-b,Non Recyclable
Emptying,97.7,57.9,8.0,31.0,22.0,84.3,59.4,Lindstrom-a,Non Recyclable
Non Emptying,30.6,27.0,4.0,55.3,32.1,96.2,52.5,Rectangular Farmland,Mixed
Non Emptying,72.2,62.3,3.0,64.2,50.1,94.6,50.6,Rectangular,Mixed
Non Emptying,30.7,23.1,5.0,77.3,37.5,54.3,30.7,BIM-3 FTI bottentomd,Mixed
Emptying,71.4,37.8,9.0,88.0,55.4,64.1,58.2,Fiberglass Igloo-b,Non Recyclable
Emptying,95.4,52.2,8.0,56.4,38.3,86.3,44.7,Accordion,Non Recyclable
Non Emptying,72.7,66.0,2.0,33.1,27.0,50.0,35.6,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,68.4,51.2,2.0,64.4,56.4,85.7,47.9,Fiberglass Igloo-a,Mixed
Emptying,68.4,22.5,8.0,56.0,34.0,57.8,33.5,Lindstrom City,Mixed
Emptying,96.9,58.5,7.0,90.5,68.2,95.5,54.4,Malmobehallare,Mixed
Emptying,80.9,50.9,8.0,67.8,24.9,62.7,52.1,Diamond,Recyclable
Emptying,93.0,51.4,6.0,96.7,70.0,78.2,67.1,Silvertop-b,Recyclable
Emptying,62.3,20.6,6.0,65.4,20.9,92.5,62.3,Cubic,Mixed
Non Emptying,68.6,51.6,2.0,74.2,66.5,100.0,59.4,Fiberglass Igloo-b,Recyclable
Emptying,67.7,20.1,7.0,33.8,28.5,68.4,55.9,Accordion,Mixed
Emptying,70.6,41.1,6.0,37.7,20.4,85.8,50.2,Lindstrom City,Non Recyclable
Emptying,97.8,61.9,8.0,50.5,37.9,93.8,61.4,Rectangular Farmland,Non Recyclable
Emptying,86.6,55.6,8.0,33.6,24.6,72.2,61.1,Fiberglass Igloo-a,Mixed
Non Emptying,69.3,51.2,5.0,71.0,40.0,60.2,24.8,Lindstrom City,Recyclable
Emptying,93.2,54.0,8.0,75.1,37.6,60.9,54.5,Lindstrom-b,Mixed
Emptying,61.8,25.7,6.0,85.4,44.5,71.5,65.8,Lindstrom-a,Non Recyclable
Emptying,84.1,47.9,6.0,31.2,21.9,30.3,21.7,Lindstrom-b,Non Recyclable
Non Emptying,60.9,58.6,4.0,52.1,38.7,77.9,40.0,Lindstrom City,Recyclable
Emptying,75.7,46.6,8.0,55.2,31.6,63.3,55.5,Silvertop-b,Non Recyclable
Emptying,97.8,59.3,6.0,50.7,34.0,66.2,30.5,Fiberglass Igloo-b,Recyclable
Non Emptying,66.5,52.3,5.0,99.6,64.1,64.9,53.1,Rectangular Farmland,Mixed
Non Emptying,64.7,56.6,4.0,80.7,42.3,88.4,56.2,Rectangular,Mixed
Non Emptying,35.7,25.3,1.0,78.8,62.1,79.9,68.3,Cubic,Non Recyclable
Non Emptying,64.4,56.9,2.0,35.3,22.0,63.2,55.4,Lindstrom-b,Mixed
Emptying,81.5,55.3,7.0,56.0,33.1,61.1,53.9,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,72.7,66.7,5.0,84.6,40.8,64.3,36.1,Rectangular Farmland,Non Recyclable
Non Emptying,32.0,20.7,1.0,72.0,33.4,63.7,58.0,Lindstrom City,Recyclable
Non Emptying,61.8,58.5,2.0,97.1,51.7,35.6,20.8,Silvertop-b,Non Recyclable
Non Emptying,52.9,36.3,1.0,60.2,53.4,61.5,58.4,Fiberglass Igloo-b,Mixed
Non Emptying,35.8,21.9,3.0,78.2,69.0,85.4,56.3,Rectangular,Mixed
Non Emptying,65.3,56.0,2.0,64.5,51.1,66.9,55.6,Silvertop-a,Recyclable
Emptying,97.7,53.7,6.0,38.2,22.2,62.3,32.5,Rectangular,Mixed
Non Emptying,54.3,37.0,2.0,82.3,43.1,68.9,56.9,Fiberglass Igloo-b,Non Recyclable
Emptying,86.7,47.4,6.0,75.2,65.4,90.0,50.8,Fiberglass Igloo-b,Recyclable
Non Emptying,64.4,53.1,2.0,66.6,58.1,56.0,36.0,Lindstrom City,Recyclable
Emptying,67.3,37.5,6.0,85.1,43.7,35.9,20.2,Cubic,Recyclable
Non Emptying,30.1,26.0,2.0,82.9,52.1,63.8,27.1,Rectangular,Non Recyclable
Emptying,63.0,24.6,6.0,94.4,52.3,53.0,35.5,BIM-3 FTI bottentomd,Recyclable
Non Emptying,56.8,38.5,2.0,73.3,63.0,99.8,58.6,Malmobehallare,Recyclable
Non Emptying,79.1,66.2,4.0,81.2,46.2,66.0,58.0,Lindstrom-a,Non Recyclable
Emptying,79.0,45.2,8.0,74.7,41.2,81.3,44.8,Lindstrom-a,Recyclable
Emptying,87.3,56.5,6.0,78.2,33.3,85.5,54.7,Diamond,Non Recyclable
Non Emptying,55.9,34.8,2.0,64.8,28.2,68.4,31.6,Fiberglass Igloo-a,Recyclable
Emptying,93.6,56.7,6.0,94.7,55.7,36.8,22.0,Cubic,Mixed
Emptying,94.6,67.9,6.0,70.5,43.9,88.6,46.4,Fiberglass Igloo-a,Non Recyclable
Emptying,95.7,68.2,6.0,53.2,35.5,76.2,61.1,Lindstrom City,Non Recyclable
Non Emptying,72.4,61.3,2.0,73.4,44.1,85.0,52.4,Diamond,Mixed
Non Emptying,62.5,52.6,2.0,76.3,62.9,61.7,55.2,Lindstrom-a,Recyclable
Emptying,75.0,41.6,7.0,72.8,67.0,69.0,57.1,Lindstrom City,Non Recyclable
Non Emptying,31.8,25.8,1.0,64.0,54.3,98.9,58.1,Accordion,Mixed
Non Emptying,61.3,55.9,3.0,78.7,34.1,63.9,55.1,Fiberglass Igloo-a,Recyclable
Non Emptying,60.7,55.7,2.0,71.2,63.3,90.2,52.0,Silvertop-a,Recyclable
Non Emptying,54.7,36.2,3.0,69.9,55.4,96.8,53.1,Silvertop-a,Non Recyclable
Emptying,96.3,61.0,6.0,67.8,51.8,67.1,52.9,Silvertop-a,Recyclable
Emptying,87.5,55.0,7.0,80.7,43.6,94.3,62.8,Accordion,Mixed
Non Emptying,65.2,54.8,4.0,75.9,64.3,36.1,25.4,Lindstrom-b,Recyclable
Non Emptying,53.7,35.5,1.0,66.5,25.9,65.0,21.1,Lindstrom City,Non Recyclable
Non Emptying,52.3,36.6,5.0,76.9,40.3,90.0,55.4,Lindstrom-b,Recyclable
Emptying,88.8,43.5,6.0,99.3,63.9,67.2,27.5,Malmobehallare,Recyclable
Non Emptying,58.8,33.7,2.0,85.8,55.1,62.7,52.8,Silvertop-b,Mixed
Non Emptying,71.8,66.9,5.0,50.4,30.2,73.5,64.5,Malmobehallare,Mixed
Emptying,67.8,39.5,8.0,70.2,33.2,82.1,40.6,Diamond,Mixed
Emptying,87.9,41.7,6.0,72.1,63.6,69.9,20.6,Silvertop-a,Non Recyclable
Non Emptying,53.1,32.5,3.0,81.2,59.9,60.9,20.6,Rectangular Farmland,Non Recyclable
Emptying,82.2,56.6,6.0,64.9,58.7,74.9,35.1,Lindstrom City,Recyclable
Emptying,97.9,69.9,9.0,71.3,67.1,51.5,33.4,Accordion,Mixed
Non Emptying,65.0,54.7,5.0,51.7,30.4,72.6,49.5,Fiberglass Igloo-b,Recyclable
Non Emptying,30.3,20.7,5.0,73.9,37.8,96.3,67.1,Lindstrom City,Recyclable
Non Emptying,55.0,35.4,5.0,56.6,32.8,62.6,29.0,Lindstrom City,Mixed
Non Emptying,72.1,67.8,5.0,95.3,60.3,68.5,26.5,Rectangular,Non Recyclable
Emptying,82.9,44.8,8.0,60.5,24.3,71.9,67.3,Accordion,Mixed
Non Emptying,31.9,24.8,3.0,63.2,23.2,76.5,64.6,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,62.2,56.7,2.0,98.2,62.2,74.4,49.1,BIM-3 FTI bottentomd,Recyclable
Emptying,61.0,25.2,8.0,78.7,32.7,64.4,24.4,Fiberglass Igloo-b,Mixed
Emptying,82.1,52.1,9.0,71.7,66.2,84.5,44.3,Fiberglass Igloo-b,Recyclable
Emptying,86.5,42.7,8.0,32.8,26.2,33.9,20.1,Lindstrom-b,Mixed
Emptying,90.5,69.7,9.0,72.6,40.1,33.7,23.1,Silvertop-b,Mixed
Emptying,83.4,40.9,9.0,64.7,37.6,88.1,56.8,Lindstrom-b,Recyclable
Emptying,78.4,37.4,6.0,79.0,67.7,57.3,33.9,Silvertop-a,Mixed
Non Emptying,71.6,61.7,1.0,67.4,27.3,35.6,27.9,Lindstrom-a,Recyclable
Non Emptying,61.5,50.0,1.0,51.6,33.8,95.4,51.8,Lindstrom-a,Recyclable
Emptying,92.9,52.4,7.0,62.1,20.0,64.2,25.3,Silvertop-b,Non Recyclable
Emptying,81.6,41.2,9.0,91.1,55.4,79.1,33.7,Accordion,Recyclable
Non Emptying,76.9,64.9,3.0,94.0,50.7,58.1,34.4,Silvertop-b,Mixed
Non Emptying,52.1,33.6,4.0,92.7,58.2,93.3,50.8,Accordion,Non Recyclable
Non Emptying,62.9,56.3,4.0,86.4,59.4,82.4,43.7,Malmobehallare,Non Recyclable
Non Emptying,73.0,66.7,5.0,99.1,67.7,95.2,57.1,Silvertop-a,Mixed
Non Emptying,33.3,22.9,1.0,74.5,64.1,83.5,49.9,Lindstrom City,Non Recyclable
Non Emptying,73.1,65.5,2.0,54.0,30.1,61.3,28.7,Silvertop-a,Recyclable
Non Emptying,37.9,26.4,4.0,68.7,34.6,82.0,51.6,Fiberglass Igloo-b,Non Recyclable
Emptying,76.5,46.4,6.0,59.4,36.9,59.5,36.0,Lindstrom-a,Non Recyclable
Emptying,85.0,46.2,8.0,68.3,55.1,87.4,45.3,Lindstrom City,Mixed
Non Emptying,53.7,33.0,3.0,53.5,32.9,58.3,34.0,BIM-3 FTI bottentomd,Non Recyclable
Emptying,92.0,52.3,6.0,79.3,63.6,74.5,37.8,BIM-3 FTI bottentomd,Mixed
Emptying,60.5,32.5,6.0,91.2,61.9,79.5,47.2,Cubic,Non Recyclable
Non Emptying,35.0,28.3,2.0,73.2,62.0,31.8,21.5,Diamond,Non Recyclable
Non Emptying,37.0,26.8,1.0,70.3,65.6,94.0,58.9,Lindstrom-b,Mixed
Non Emptying,80.0,61.6,3.0,90.2,58.8,80.3,46.9,Malmobehallare,Recyclable
Emptying,71.2,40.2,8.0,97.0,54.3,86.7,52.6,Lindstrom-a,Non Recyclable
Emptying,93.2,52.2,6.0,97.6,52.4,84.2,41.5,Silvertop-a,Recyclable
Emptying,64.6,21.7,6.0,81.5,52.4,72.1,68.6,Rectangular Farmland,Recyclable
Non Emptying,33.8,25.6,1.0,63.3,58.4,83.7,45.4,Silvertop-a,Mixed
Non Emptying,51.8,32.1,2.0,63.8,23.1,64.5,24.6,Lindstrom-b,Recyclable
Emptying,83.5,41.9,8.0,81.6,44.5,89.8,55.1,Fiberglass Igloo-a,Non Recyclable
Non Emptying,75.7,61.8,4.0,51.1,37.0,72.4,65.1,Fiberglass Igloo-b,Non Recyclable
Non Emptying,69.0,51.9,1.0,65.1,26.9,30.3,21.8,BIM-3 FTI bottentomd,Recyclable
Emptying,83.2,44.3,6.0,93.4,53.9,89.3,47.1,Malmobehallare,Mixed
Emptying,70.6,31.5,7.0,54.7,37.4,75.4,43.9,Silvertop-a,Non Recyclable
Emptying,64.2,33.1,6.0,95.5,60.6,57.4,33.8,Lindstrom-b,Mixed
Non Emptying,77.2,67.6,4.0,52.7,35.3,37.3,26.4,Cubic,Mixed
Non Emptying,35.0,22.5,4.0,61.3,51.9,64.8,31.7,Silvertop-b,Non Recyclable
Emptying,90.4,63.1,7.0,30.8,24.1,76.4,65.8,Lindstrom-b,Non Recyclable
Non Emptying,68.3,53.2,1.0,85.7,58.1,91.7,52.0,Lindstrom City,Recyclable
Non Emptying,58.6,38.8,1.0,81.7,42.1,70.0,50.5,Cubic,Non Recyclable
Emptying,74.8,38.1,6.0,79.8,31.7,67.8,53.9,Silvertop-a,Recyclable
Non Emptying,32.6,26.1,4.0,95.0,53.0,83.8,59.7,Rectangular Farmland,Non Recyclable
Emptying,70.7,34.2,6.0,30.1,25.3,75.5,65.1,Cubic,Mixed
Non Emptying,75.9,68.1,4.0,37.5,28.2,61.9,55.6,Rectangular,Recyclable
Non Emptying,53.5,38.3,2.0,35.8,22.9,74.2,35.7,BIM-3 FTI bottentomd,Non Recyclable
Emptying,76.3,49.2,6.0,62.3,23.6,86.3,57.1,Rectangular,Recyclable
Non Emptying,57.5,36.1,4.0,66.0,35.1,63.4,25.5,Fiberglass Igloo-b,Mixed
Non Emptying,62.0,52.7,2.0,89.8,40.6,51.5,30.8,Diamond,Non Recyclable
Non Emptying,65.1,50.9,5.0,60.0,53.7,72.8,30.8,Silvertop-b,Recyclable
Emptying,92.5,54.6,9.0,83.0,40.9,95.3,60.2,Cubic,Mixed
Non Emptying,38.3,28.1,1.0,62.7,20.3,79.9,37.1,Lindstrom-b,Mixed
Non Emptying,70.0,64.4,1.0,57.3,30.7,64.1,20.9,BIM-3 FTI bottentomd,Recyclable
Emptying,98.0,61.1,7.0,70.8,34.2,75.3,37.0,Diamond,Mixed
Emptying,67.5,20.1,8.0,66.9,54.5,37.0,21.6,Fiberglass Igloo-a,Non Recyclable
Non Emptying,59.6,38.1,3.0,72.0,33.6,38.4,20.3,Silvertop-a,Non Recyclable
Emptying,97.0,56.5,6.0,79.8,63.7,55.2,31.6,Accordion,Non Recyclable
Emptying,98.2,54.2,9.0,79.2,61.8,53.5,35.4,Rectangular Farmland,Recyclable
Non Emptying,63.0,52.0,2.0,72.8,64.0,86.6,43.1,Diamond,Mixed
Non Emptying,39.0,22.8,5.0,62.5,54.1,86.4,46.2,Diamond,Non Recyclable
Emptying,85.5,40.6,8.0,62.1,55.5,56.3,30.7,Lindstrom-b,Mixed
Emptying,85.3,45.1,9.0,65.1,20.1,74.6,36.9,Silvertop-b,Recyclable
Emptying,90.4,59.5,9.0,35.0,20.0,55.0,30.6,Diamond,Non Recyclable
Non Emptying,63.5,54.2,1.0,34.2,23.0,80.0,49.2,Accordion,Mixed
Non Emptying,72.0,63.8,2.0,90.4,50.6,52.0,30.0,Lindstrom-a,Mixed
Non Emptying,57.4,37.4,1.0,37.3,21.0,78.8,61.0,Silvertop-a,Recyclable
Emptying,91.9,51.8,7.0,64.2,28.5,94.7,69.3,Fiberglass Igloo-a,Mixed
Non Emptying,57.9,35.5,3.0,73.8,62.7,80.4,40.7,Accordion,Mixed
Non Emptying,71.6,60.9,2.0,94.7,54.5,61.8,53.0,BIM-3 FTI bottentomd,Mixed
Emptying,65.0,36.5,6.0,91.1,55.2,62.1,51.7,Rectangular Farmland,Recyclable
Non Emptying,72.3,66.8,5.0,72.4,31.8,95.0,67.6,Rectangular,Recyclable
Non Emptying,62.1,53.7,3.0,54.3,36.7,74.1,65.9,Rectangular Farmland,Recyclable
Non Emptying,71.7,63.1,2.0,68.5,54.5,53.2,32.2,Lindstrom-a,Recyclable
Emptying,81.1,44.7,7.0,30.1,20.5,73.0,63.4,Silvertop-b,Non Recyclable
Emptying,84.9,47.3,7.0,67.3,24.2,30.8,24.3,Rectangular Farmland,Recyclable
Non Emptying,73.4,67.4,5.0,93.9,51.4,76.3,34.0,Diamond,Mixed
Emptying,91.1,53.5,8.0,62.2,25.4,76.1,33.4,Diamond,Mixed
Non Emptying,61.9,52.2,5.0,74.6,62.9,71.9,31.0,Silvertop-b,Recyclable
Emptying,60.8,34.0,6.0,74.6,49.3,60.9,24.6,Silvertop-b,Recyclable
Non Emptying,37.7,20.3,3.0,57.6,33.0,94.7,62.9,Lindstrom City,Non Recyclable
Emptying,82.4,59.0,6.0,65.7,53.0,72.0,68.0,Fiberglass Igloo-a,Recyclable
Emptying,74.1,48.0,9.0,60.8,21.0,71.0,42.2,Rectangular Farmland,Mixed
Emptying,82.6,44.1,7.0,57.4,33.9,85.3,54.1,Lindstrom City,Mixed
Non Emptying,71.7,63.1,3.0,37.6,28.9,64.6,34.9,Rectangular,Non Recyclable
Emptying,68.1,32.4,6.0,73.6,37.9,78.1,67.6,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,70.3,63.2,5.0,66.3,51.8,80.9,41.0,Malmobehallare,Recyclable
Non Emptying,66.3,55.2,3.0,97.7,57.7,39.3,21.1,Lindstrom-a,Recyclable
Non Emptying,79.4,61.2,5.0,80.5,54.5,79.6,63.1,Malmobehallare,Recyclable
Emptying,87.7,58.4,8.0,93.7,51.3,59.2,33.9,Rectangular Farmland,Recyclable
Non Emptying,55.4,32.3,4.0,77.3,63.8,64.0,32.2,Lindstrom City,Recyclable
Non Emptying,76.8,67.5,5.0,72.6,42.3,35.1,27.2,Accordion,Non Recyclable
Non Emptying,38.7,24.5,4.0,90.1,61.0,90.9,69.5,Fiberglass Igloo-a,Mixed
Non Emptying,62.8,50.6,5.0,50.1,34.1,51.9,38.9,Rectangular,Non Recyclable
Emptying,98.6,52.9,9.0,55.2,32.0,62.8,50.8,Accordion,Non Recyclable
Emptying,82.5,45.3,6.0,77.5,62.7,71.6,47.1,Rectangular,Non Recyclable
Emptying,79.3,35.7,7.0,71.7,49.1,70.1,66.2,Accordion,Mixed
Emptying,73.7,36.2,7.0,87.0,53.3,91.9,58.0,Accordion,Mixed
Emptying,90.1,62.2,6.0,31.3,24.3,56.3,31.5,Silvertop-a,Mixed
Emptying,83.3,45.7,6.0,73.4,31.2,87.5,42.3,BIM-3 FTI bottentomd,Recyclable
Emptying,83.2,47.5,7.0,67.0,27.1,38.8,21.7,Malmobehallare,Recyclable
Emptying,65.5,26.0,9.0,32.5,26.5,34.4,23.3,Lindstrom-a,Non Recyclable
Non Emptying,34.3,21.7,1.0,58.6,30.9,63.9,21.0,Malmobehallare,Mixed
Non Emptying,74.3,63.6,4.0,61.4,27.7,69.0,21.1,Cubic,Recyclable
Non Emptying,71.3,67.1,4.0,36.0,29.0,99.1,52.5,Lindstrom City,Non Recyclable
Emptying,73.7,48.4,9.0,58.5,33.9,72.0,60.5,Lindstrom-a,Mixed
Non Emptying,72.8,64.8,3.0,64.7,50.7,71.3,46.7,Silvertop-a,Mixed
Non Emptying,64.5,53.8,4.0,74.4,40.8,62.4,31.9,Accordion,Mixed
Emptying,71.8,42.9,6.0,37.6,27.2,91.0,64.4,Cubic,Non Recyclable
Emptying,61.1,25.3,7.0,70.4,36.9,59.7,32.4,Lindstrom City,Mixed
Emptying,94.1,66.1,8.0,63.2,23.9,70.3,34.7,Accordion,Mixed
Non Emptying,71.6,60.5,1.0,32.7,21.1,51.4,35.9,Rectangular Farmland,Non Recyclable
Emptying,69.9,26.1,9.0,100.0,54.1,94.4,53.4,Lindstrom City,Mixed
Non Emptying,33.8,22.5,5.0,59.9,35.2,64.3,24.8,Lindstrom City,Non Recyclable
Non Emptying,70.1,68.8,1.0,61.1,54.1,39.6,21.6,Malmobehallare,Non Recyclable
Emptying,98.9,60.3,9.0,82.5,40.3,33.1,29.0,Accordion,Non Recyclable
Non Emptying,56.3,30.1,3.0,74.2,61.4,90.4,59.5,Cubic,Recyclable
Non Emptying,62.2,54.4,5.0,96.0,53.8,30.2,27.8,Cubic,Recyclable
Non Emptying,36.6,22.2,3.0,34.4,21.5,82.6,41.6,Lindstrom-a,Recyclable
Emptying,75.7,37.1,6.0,37.5,22.0,50.2,33.0,Lindstrom-b,Recyclable
Emptying,79.6,45.6,7.0,98.4,53.2,73.5,44.6,Lindstrom-b,Recyclable
Emptying,60.9,28.7,6.0,88.9,40.0,72.9,33.1,Fiberglass Igloo-b,Mixed
Emptying,97.3,64.5,8.0,66.1,34.8,54.1,33.7,Accordion,Non Recyclable
Emptying,77.5,45.0,6.0,50.4,33.6,68.0,57.0,Rectangular Farmland,Non Recyclable
Non Emptying,62.0,58.2,2.0,70.3,39.3,72.1,60.6,Fiberglass Igloo-b,Recyclable
Non Emptying,72.9,61.5,4.0,59.1,37.8,76.2,67.0,Lindstrom-a,Mixed
Non Emptying,51.0,34.9,1.0,97.2,51.5,72.2,60.3,Lindstrom-b,Non Recyclable
Emptying,99.4,61.2,6.0,71.1,45.0,61.7,55.3,Diamond,Mixed
Non Emptying,55.7,37.7,1.0,73.2,49.0,87.6,44.3,Fiberglass Igloo-a,Recyclable
Non Emptying,63.9,57.8,2.0,35.9,22.4,62.8,56.2,Silvertop-b,Mixed
Emptying,80.1,48.5,6.0,95.9,66.6,75.1,61.9,Malmobehallare,Recyclable
Non Emptying,59.2,31.7,3.0,68.2,26.4,50.9,32.0,Rectangular,Mixed
Emptying,61.7,26.3,6.0,62.9,23.1,37.9,26.5,Fiberglass Igloo-b,Recyclable
Non Emptying,50.3,36.1,2.0,96.6,63.5,77.5,63.8,Fiberglass Igloo-b,Non Recyclable
Emptying,85.8,53.7,9.0,83.2,42.9,82.5,51.0,Rectangular Farmland,Recyclable
Emptying,83.7,55.8,6.0,68.1,50.1,54.3,35.0,Diamond,Mixed
Emptying,73.1,34.7,7.0,63.4,52.3,97.4,55.8,Fiberglass Igloo-b,Non Recyclable
Emptying,80.9,41.2,6.0,71.6,62.8,70.1,31.8,Malmobehallare,Recyclable
Emptying,72.6,43.7,8.0,73.0,63.1,60.8,59.0,Diamond,Mixed
Non Emptying,57.3,32.9,1.0,52.3,34.9,30.9,25.8,Silvertop-b,Recyclable
Emptying,85.2,48.9,6.0,83.7,41.9,53.1,31.1,Lindstrom City,Recyclable
Emptying,82.2,49.3,9.0,64.5,22.0,82.4,45.8,Fiberglass Igloo-b,Mixed
Emptying,80.8,40.3,6.0,77.8,39.4,63.2,25.2,Diamond,Recyclable
Non Emptying,32.1,21.2,4.0,61.7,22.5,73.0,32.6,Silvertop-b,Mixed
Non Emptying,52.0,38.9,4.0,32.9,27.7,78.0,65.6,Rectangular,Non Recyclable
Non Emptying,57.6,34.1,4.0,67.1,52.4,76.3,65.7,Cubic,Mixed
Emptying,76.8,45.9,6.0,64.8,52.9,71.6,49.7,Lindstrom-b,Mixed
Non Emptying,30.2,29.0,4.0,82.0,42.4,50.8,38.2,Malmobehallare,Non Recyclable
Emptying,98.6,65.7,6.0,98.7,53.4,70.8,33.0,Silvertop-a,Mixed
Non Emptying,50.9,30.0,2.0,50.8,32.7,72.9,65.9,Fiberglass Igloo-a,Mixed
Non Emptying,66.8,55.6,2.0,86.5,44.0,81.1,54.2,Diamond,Non Recyclable
Emptying,83.0,42.9,6.0,72.4,62.2,77.7,61.8,Silvertop-b,Recyclable
Non Emptying,52.7,36.4,3.0,31.2,24.7,31.3,20.7,BIM-3 FTI bottentomd,Mixed
Emptying,82.0,59.6,8.0,74.1,67.9,73.4,62.6,Accordion,Recyclable
Emptying,76.1,30.2,6.0,69.5,29.4,59.6,33.6,Accordion,Non Recyclable
Emptying,74.4,32.4,6.0,89.5,58.8,74.8,66.8,Rectangular Farmland,Mixed
Non Emptying,68.1,57.3,3.0,76.2,41.7,56.8,32.2,BIM-3 FTI bottentomd,Recyclable
Non Emptying,79.0,61.5,4.0,79.4,61.1,78.2,37.5,Rectangular Farmland,Non Recyclable
Non Emptying,67.9,50.0,3.0,97.8,69.1,33.4,23.4,Malmobehallare,Recyclable
Non Emptying,35.1,25.8,3.0,54.1,36.3,32.5,21.9,Lindstrom-a,Mixed
Emptying,78.1,37.0,7.0,62.3,53.1,60.1,23.9,Silvertop-b,Mixed
Emptying,63.2,32.6,7.0,80.3,47.0,37.6,25.8,Lindstrom City,Recyclable
Emptying,61.2,22.3,6.0,82.2,44.7,61.5,20.2,Silvertop-b,Mixed
Non Emptying,64.8,51.6,1.0,62.9,52.3,72.5,30.2,Accordion,Recyclable
Non Emptying,51.0,37.3,3.0,37.3,21.8,60.0,50.1,Accordion,Mixed
Non Emptying,56.4,31.9,2.0,33.8,25.9,93.4,53.5,Rectangular Farmland,Non Recyclable
Emptying,62.9,22.6,6.0,63.0,24.7,73.4,35.0,Fiberglass Igloo-a,Recyclable
Emptying,63.7,20.9,7.0,62.2,50.9,54.5,36.5,Rectangular Farmland,Mixed
Non Emptying,77.7,62.4,2.0,95.8,67.0,88.7,46.7,Rectangular Farmland,Non Recyclable
Non Emptying,71.7,68.7,5.0,66.9,51.3,66.0,24.4,Lindstrom-b,Mixed
Emptying,93.5,51.2,8.0,89.9,55.9,30.1,20.6,Rectangular,Recyclable
Non Emptying,56.0,34.2,5.0,59.5,33.8,65.5,28.5,Accordion,Recyclable
Emptying,95.6,52.0,6.0,73.4,43.2,92.7,57.0,Malmobehallare,Mixed
Non Emptying,56.5,31.5,5.0,82.5,44.1,61.4,50.4,Silvertop-a,Non Recyclable
Emptying,81.1,51.2,8.0,74.7,67.5,54.8,34.6,Cubic,Recyclable
Non Emptying,50.6,31.0,3.0,62.3,56.7,77.6,32.5,Rectangular Farmland,Non Recyclable
